id	name	test1	test2	test3
17419	消灭4810087个敌人	1,4810087	1,2,3,14756	1,1;2,2;3,14755
17420	消灭4810088个敌人	1,4810088	1,2,3,14757	1,1;2,2;3,14756
17421	消灭4810089个敌人	1,4810089	1,2,3,14758	1,1;2,2;3,14757
17422	消灭4810090个敌人	1,4810090	1,2,3,14759	1,1;2,2;3,14758
17423	消灭4810091个敌人	1,4810091	1,2,3,14760	1,1;2,2;3,14759
17424	消灭4810092个敌人	1,4810092	1,2,3,14761	1,1;2,2;3,14760
17425	消灭4810093个敌人	1,4810093	1,2,3,14762	1,1;2,2;3,14761
17426	消灭4810094个敌人	1,4810094	1,2,3,14763	1,1;2,2;3,14762
17427	消灭4810095个敌人	1,4810095	1,2,3,14764	1,1;2,2;3,14763
17428	消灭4810096个敌人	1,4810096	1,2,3,14765	1,1;2,2;3,14764
17429	消灭4810097个敌人	1,4810097	1,2,3,14766	1,1;2,2;3,14765
17430	消灭4810098个敌人	1,4810098	1,2,3,14767	1,1;2,2;3,14766
17431	消灭4810099个敌人	1,4810099	1,2,3,14768	1,1;2,2;3,14767
17432	消灭4810100个敌人	1,4810100	1,2,3,14769	1,1;2,2;3,14768
17433	消灭4810101个敌人	1,4810101	1,2,3,14770	1,1;2,2;3,14769
17434	消灭4810102个敌人	1,4810102	1,2,3,14771	1,1;2,2;3,14770
17435	消灭4810103个敌人	1,4810103	1,2,3,14772	1,1;2,2;3,14771
17436	消灭4810104个敌人	1,4810104	1,2,3,14773	1,1;2,2;3,14772
17437	消灭4810105个敌人	1,4810105	1,2,3,14774	1,1;2,2;3,14773
17438	消灭4810106个敌人	1,4810106	1,2,3,14775	1,1;2,2;3,14774
17439	消灭4810107个敌人	1,4810107	1,2,3,14776	1,1;2,2;3,14775
17440	消灭4810108个敌人	1,4810108	1,2,3,14777	1,1;2,2;3,14776
17441	消灭4810109个敌人	1,4810109	1,2,3,14778	1,1;2,2;3,14777
17442	消灭4810110个敌人	1,4810110	1,2,3,14779	1,1;2,2;3,14778
17443	消灭4810111个敌人	1,4810111	1,2,3,14780	1,1;2,2;3,14779
17444	消灭4810112个敌人	1,4810112	1,2,3,14781	1,1;2,2;3,14780
17445	消灭4810113个敌人	1,4810113	1,2,3,14782	1,1;2,2;3,14781
17446	消灭4810114个敌人	1,4810114	1,2,3,14783	1,1;2,2;3,14782
17447	消灭4810115个敌人	1,4810115	1,2,3,14784	1,1;2,2;3,14783
17448	消灭4810116个敌人	1,4810116	1,2,3,14785	1,1;2,2;3,14784
17449	消灭4810117个敌人	1,4810117	1,2,3,14786	1,1;2,2;3,14785
17450	消灭4810118个敌人	1,4810118	1,2,3,14787	1,1;2,2;3,14786
17451	消灭4810119个敌人	1,4810119	1,2,3,14788	1,1;2,2;3,14787
17452	消灭4810120个敌人	1,4810120	1,2,3,14789	1,1;2,2;3,14788
17453	消灭4810121个敌人	1,4810121	1,2,3,14790	1,1;2,2;3,14789
17454	消灭4810122个敌人	1,4810122	1,2,3,14791	1,1;2,2;3,14790
17455	消灭4810123个敌人	1,4810123	1,2,3,14792	1,1;2,2;3,14791
17456	消灭4810124个敌人	1,4810124	1,2,3,14793	1,1;2,2;3,14792
17457	消灭4810125个敌人	1,4810125	1,2,3,14794	1,1;2,2;3,14793
17458	消灭4810126个敌人	1,4810126	1,2,3,14795	1,1;2,2;3,14794
17459	消灭4810127个敌人	1,4810127	1,2,3,14796	1,1;2,2;3,14795
17460	消灭4810128个敌人	1,4810128	1,2,3,14797	1,1;2,2;3,14796
17461	消灭4810129个敌人	1,4810129	1,2,3,14798	1,1;2,2;3,14797
17462	消灭4810130个敌人	1,4810130	1,2,3,14799	1,1;2,2;3,14798
17463	消灭4810131个敌人	1,4810131	1,2,3,14800	1,1;2,2;3,14799
17464	消灭4810132个敌人	1,4810132	1,2,3,14801	1,1;2,2;3,14800
17465	消灭4810133个敌人	1,4810133	1,2,3,14802	1,1;2,2;3,14801
17466	消灭4810134个敌人	1,4810134	1,2,3,14803	1,1;2,2;3,14802
17467	消灭4810135个敌人	1,4810135	1,2,3,14804	1,1;2,2;3,14803
17468	消灭4810136个敌人	1,4810136	1,2,3,14805	1,1;2,2;3,14804
17469	消灭4810137个敌人	1,4810137	1,2,3,14806	1,1;2,2;3,14805
17470	消灭4810138个敌人	1,4810138	1,2,3,14807	1,1;2,2;3,14806
17471	消灭4810139个敌人	1,4810139	1,2,3,14808	1,1;2,2;3,14807
17472	消灭4810140个敌人	1,4810140	1,2,3,14809	1,1;2,2;3,14808
17473	消灭4810141个敌人	1,4810141	1,2,3,14810	1,1;2,2;3,14809
17474	消灭4810142个敌人	1,4810142	1,2,3,14811	1,1;2,2;3,14810
17475	消灭4810143个敌人	1,4810143	1,2,3,14812	1,1;2,2;3,14811
17476	消灭4810144个敌人	1,4810144	1,2,3,14813	1,1;2,2;3,14812
17477	消灭4810145个敌人	1,4810145	1,2,3,14814	1,1;2,2;3,14813
17478	消灭4810146个敌人	1,4810146	1,2,3,14815	1,1;2,2;3,14814
17479	消灭4810147个敌人	1,4810147	1,2,3,14816	1,1;2,2;3,14815
17480	消灭4810148个敌人	1,4810148	1,2,3,14817	1,1;2,2;3,14816
17481	消灭4810149个敌人	1,4810149	1,2,3,14818	1,1;2,2;3,14817
17482	消灭4810150个敌人	1,4810150	1,2,3,14819	1,1;2,2;3,14818
17483	消灭4810151个敌人	1,4810151	1,2,3,14820	1,1;2,2;3,14819
17484	消灭4810152个敌人	1,4810152	1,2,3,14821	1,1;2,2;3,14820
17485	消灭4810153个敌人	1,4810153	1,2,3,14822	1,1;2,2;3,14821
17486	消灭4810154个敌人	1,4810154	1,2,3,14823	1,1;2,2;3,14822
17487	消灭4810155个敌人	1,4810155	1,2,3,14824	1,1;2,2;3,14823
17488	消灭4810156个敌人	1,4810156	1,2,3,14825	1,1;2,2;3,14824
17489	消灭4810157个敌人	1,4810157	1,2,3,14826	1,1;2,2;3,14825
17490	消灭4810158个敌人	1,4810158	1,2,3,14827	1,1;2,2;3,14826
17491	消灭4810159个敌人	1,4810159	1,2,3,14828	1,1;2,2;3,14827
17492	消灭4810160个敌人	1,4810160	1,2,3,14829	1,1;2,2;3,14828
17493	消灭4810161个敌人	1,4810161	1,2,3,14830	1,1;2,2;3,14829
17494	消灭4810162个敌人	1,4810162	1,2,3,14831	1,1;2,2;3,14830
17495	消灭4810163个敌人	1,4810163	1,2,3,14832	1,1;2,2;3,14831
17496	消灭4810164个敌人	1,4810164	1,2,3,14833	1,1;2,2;3,14832
17497	消灭4810165个敌人	1,4810165	1,2,3,14834	1,1;2,2;3,14833
17498	消灭4810166个敌人	1,4810166	1,2,3,14835	1,1;2,2;3,14834
17499	消灭4810167个敌人	1,4810167	1,2,3,14836	1,1;2,2;3,14835
17500	消灭4810168个敌人	1,4810168	1,2,3,14837	1,1;2,2;3,14836
17501	消灭4810169个敌人	1,4810169	1,2,3,14838	1,1;2,2;3,14837
17502	消灭4810170个敌人	1,4810170	1,2,3,14839	1,1;2,2;3,14838
17503	消灭4810171个敌人	1,4810171	1,2,3,14840	1,1;2,2;3,14839
17504	消灭4810172个敌人	1,4810172	1,2,3,14841	1,1;2,2;3,14840
17505	消灭4810173个敌人	1,4810173	1,2,3,14842	1,1;2,2;3,14841
17506	消灭4810174个敌人	1,4810174	1,2,3,14843	1,1;2,2;3,14842
17507	消灭4810175个敌人	1,4810175	1,2,3,14844	1,1;2,2;3,14843
17508	消灭4810176个敌人	1,4810176	1,2,3,14845	1,1;2,2;3,14844
17509	消灭4810177个敌人	1,4810177	1,2,3,14846	1,1;2,2;3,14845
17510	消灭4810178个敌人	1,4810178	1,2,3,14847	1,1;2,2;3,14846
17511	消灭4810179个敌人	1,4810179	1,2,3,14848	1,1;2,2;3,14847
17512	消灭4810180个敌人	1,4810180	1,2,3,14849	1,1;2,2;3,14848
17513	消灭4810181个敌人	1,4810181	1,2,3,14850	1,1;2,2;3,14849
17514	消灭4810182个敌人	1,4810182	1,2,3,14851	1,1;2,2;3,14850
17515	消灭4810183个敌人	1,4810183	1,2,3,14852	1,1;2,2;3,14851
17516	消灭4810184个敌人	1,4810184	1,2,3,14853	1,1;2,2;3,14852
17517	消灭4810185个敌人	1,4810185	1,2,3,14854	1,1;2,2;3,14853
17518	消灭4810186个敌人	1,4810186	1,2,3,14855	1,1;2,2;3,14854
17519	消灭4810187个敌人	1,4810187	1,2,3,14856	1,1;2,2;3,14855
17520	消灭4810188个敌人	1,4810188	1,2,3,14857	1,1;2,2;3,14856
17521	消灭4810189个敌人	1,4810189	1,2,3,14858	1,1;2,2;3,14857
17522	消灭4810190个敌人	1,4810190	1,2,3,14859	1,1;2,2;3,14858
17523	消灭4810191个敌人	1,4810191	1,2,3,14860	1,1;2,2;3,14859
17524	消灭4810192个敌人	1,4810192	1,2,3,14861	1,1;2,2;3,14860
17525	消灭4810193个敌人	1,4810193	1,2,3,14862	1,1;2,2;3,14861
17526	消灭4810194个敌人	1,4810194	1,2,3,14863	1,1;2,2;3,14862
17527	消灭4810195个敌人	1,4810195	1,2,3,14864	1,1;2,2;3,14863
17528	消灭4810196个敌人	1,4810196	1,2,3,14865	1,1;2,2;3,14864
17529	消灭4810197个敌人	1,4810197	1,2,3,14866	1,1;2,2;3,14865
17530	消灭4810198个敌人	1,4810198	1,2,3,14867	1,1;2,2;3,14866
17531	消灭4810199个敌人	1,4810199	1,2,3,14868	1,1;2,2;3,14867
17532	消灭4810200个敌人	1,4810200	1,2,3,14869	1,1;2,2;3,14868
17533	消灭4810201个敌人	1,4810201	1,2,3,14870	1,1;2,2;3,14869
17534	消灭4810202个敌人	1,4810202	1,2,3,14871	1,1;2,2;3,14870
17535	消灭4810203个敌人	1,4810203	1,2,3,14872	1,1;2,2;3,14871
17536	消灭4810204个敌人	1,4810204	1,2,3,14873	1,1;2,2;3,14872
17537	消灭4810205个敌人	1,4810205	1,2,3,14874	1,1;2,2;3,14873
17538	消灭4810206个敌人	1,4810206	1,2,3,14875	1,1;2,2;3,14874
17539	消灭4810207个敌人	1,4810207	1,2,3,14876	1,1;2,2;3,14875
17540	消灭4810208个敌人	1,4810208	1,2,3,14877	1,1;2,2;3,14876
17541	消灭4810209个敌人	1,4810209	1,2,3,14878	1,1;2,2;3,14877
17542	消灭4810210个敌人	1,4810210	1,2,3,14879	1,1;2,2;3,14878
17543	消灭4810211个敌人	1,4810211	1,2,3,14880	1,1;2,2;3,14879
17544	消灭4810212个敌人	1,4810212	1,2,3,14881	1,1;2,2;3,14880
17545	消灭4810213个敌人	1,4810213	1,2,3,14882	1,1;2,2;3,14881
17546	消灭4810214个敌人	1,4810214	1,2,3,14883	1,1;2,2;3,14882
17547	消灭4810215个敌人	1,4810215	1,2,3,14884	1,1;2,2;3,14883
17548	消灭4810216个敌人	1,4810216	1,2,3,14885	1,1;2,2;3,14884
17549	消灭4810217个敌人	1,4810217	1,2,3,14886	1,1;2,2;3,14885
17550	消灭4810218个敌人	1,4810218	1,2,3,14887	1,1;2,2;3,14886
17551	消灭4810219个敌人	1,4810219	1,2,3,14888	1,1;2,2;3,14887
17552	消灭4810220个敌人	1,4810220	1,2,3,14889	1,1;2,2;3,14888
17553	消灭4810221个敌人	1,4810221	1,2,3,14890	1,1;2,2;3,14889
17554	消灭4810222个敌人	1,4810222	1,2,3,14891	1,1;2,2;3,14890
17555	消灭4810223个敌人	1,4810223	1,2,3,14892	1,1;2,2;3,14891
17556	消灭4810224个敌人	1,4810224	1,2,3,14893	1,1;2,2;3,14892
17557	消灭4810225个敌人	1,4810225	1,2,3,14894	1,1;2,2;3,14893
17558	消灭4810226个敌人	1,4810226	1,2,3,14895	1,1;2,2;3,14894
17559	消灭4810227个敌人	1,4810227	1,2,3,14896	1,1;2,2;3,14895
17560	消灭4810228个敌人	1,4810228	1,2,3,14897	1,1;2,2;3,14896
17561	消灭4810229个敌人	1,4810229	1,2,3,14898	1,1;2,2;3,14897
17562	消灭4810230个敌人	1,4810230	1,2,3,14899	1,1;2,2;3,14898
17563	消灭4810231个敌人	1,4810231	1,2,3,14900	1,1;2,2;3,14899
17564	消灭4810232个敌人	1,4810232	1,2,3,14901	1,1;2,2;3,14900
17565	消灭4810233个敌人	1,4810233	1,2,3,14902	1,1;2,2;3,14901
17566	消灭4810234个敌人	1,4810234	1,2,3,14903	1,1;2,2;3,14902
17567	消灭4810235个敌人	1,4810235	1,2,3,14904	1,1;2,2;3,14903
17568	消灭4810236个敌人	1,4810236	1,2,3,14905	1,1;2,2;3,14904
17569	消灭4810237个敌人	1,4810237	1,2,3,14906	1,1;2,2;3,14905
17570	消灭4810238个敌人	1,4810238	1,2,3,14907	1,1;2,2;3,14906
17571	消灭4810239个敌人	1,4810239	1,2,3,14908	1,1;2,2;3,14907
17572	消灭4810240个敌人	1,4810240	1,2,3,14909	1,1;2,2;3,14908
17573	消灭4810241个敌人	1,4810241	1,2,3,14910	1,1;2,2;3,14909
17574	消灭4810242个敌人	1,4810242	1,2,3,14911	1,1;2,2;3,14910
17575	消灭4810243个敌人	1,4810243	1,2,3,14912	1,1;2,2;3,14911
17576	消灭4810244个敌人	1,4810244	1,2,3,14913	1,1;2,2;3,14912
17577	消灭4810245个敌人	1,4810245	1,2,3,14914	1,1;2,2;3,14913
17578	消灭4810246个敌人	1,4810246	1,2,3,14915	1,1;2,2;3,14914
17579	消灭4810247个敌人	1,4810247	1,2,3,14916	1,1;2,2;3,14915
17580	消灭4810248个敌人	1,4810248	1,2,3,14917	1,1;2,2;3,14916
17581	消灭4810249个敌人	1,4810249	1,2,3,14918	1,1;2,2;3,14917
17582	消灭4810250个敌人	1,4810250	1,2,3,14919	1,1;2,2;3,14918
17583	消灭4810251个敌人	1,4810251	1,2,3,14920	1,1;2,2;3,14919
17584	消灭4810252个敌人	1,4810252	1,2,3,14921	1,1;2,2;3,14920
17585	消灭4810253个敌人	1,4810253	1,2,3,14922	1,1;2,2;3,14921
17586	消灭4810254个敌人	1,4810254	1,2,3,14923	1,1;2,2;3,14922
17587	消灭4810255个敌人	1,4810255	1,2,3,14924	1,1;2,2;3,14923
17588	消灭4810256个敌人	1,4810256	1,2,3,14925	1,1;2,2;3,14924
17589	消灭4810257个敌人	1,4810257	1,2,3,14926	1,1;2,2;3,14925
17590	消灭4810258个敌人	1,4810258	1,2,3,14927	1,1;2,2;3,14926
17591	消灭4810259个敌人	1,4810259	1,2,3,14928	1,1;2,2;3,14927
17592	消灭4810260个敌人	1,4810260	1,2,3,14929	1,1;2,2;3,14928
17593	消灭4810261个敌人	1,4810261	1,2,3,14930	1,1;2,2;3,14929
17594	消灭4810262个敌人	1,4810262	1,2,3,14931	1,1;2,2;3,14930
17595	消灭4810263个敌人	1,4810263	1,2,3,14932	1,1;2,2;3,14931
17596	消灭4810264个敌人	1,4810264	1,2,3,14933	1,1;2,2;3,14932
17597	消灭4810265个敌人	1,4810265	1,2,3,14934	1,1;2,2;3,14933
17598	消灭4810266个敌人	1,4810266	1,2,3,14935	1,1;2,2;3,14934
17599	消灭4810267个敌人	1,4810267	1,2,3,14936	1,1;2,2;3,14935
17600	消灭4810268个敌人	1,4810268	1,2,3,14937	1,1;2,2;3,14936
17601	消灭4810269个敌人	1,4810269	1,2,3,14938	1,1;2,2;3,14937
17602	消灭4810270个敌人	1,4810270	1,2,3,14939	1,1;2,2;3,14938
17603	消灭4810271个敌人	1,4810271	1,2,3,14940	1,1;2,2;3,14939
17604	消灭4810272个敌人	1,4810272	1,2,3,14941	1,1;2,2;3,14940
17605	消灭4810273个敌人	1,4810273	1,2,3,14942	1,1;2,2;3,14941
17606	消灭4810274个敌人	1,4810274	1,2,3,14943	1,1;2,2;3,14942
17607	消灭4810275个敌人	1,4810275	1,2,3,14944	1,1;2,2;3,14943
17608	消灭4810276个敌人	1,4810276	1,2,3,14945	1,1;2,2;3,14944
17609	消灭4810277个敌人	1,4810277	1,2,3,14946	1,1;2,2;3,14945
17610	消灭4810278个敌人	1,4810278	1,2,3,14947	1,1;2,2;3,14946
17611	消灭4810279个敌人	1,4810279	1,2,3,14948	1,1;2,2;3,14947
17612	消灭4810280个敌人	1,4810280	1,2,3,14949	1,1;2,2;3,14948
17613	消灭4810281个敌人	1,4810281	1,2,3,14950	1,1;2,2;3,14949
17614	消灭4810282个敌人	1,4810282	1,2,3,14951	1,1;2,2;3,14950
17615	消灭4810283个敌人	1,4810283	1,2,3,14952	1,1;2,2;3,14951
17616	消灭4810284个敌人	1,4810284	1,2,3,14953	1,1;2,2;3,14952
17617	消灭4810285个敌人	1,4810285	1,2,3,14954	1,1;2,2;3,14953
17618	消灭4810286个敌人	1,4810286	1,2,3,14955	1,1;2,2;3,14954
17619	消灭4810287个敌人	1,4810287	1,2,3,14956	1,1;2,2;3,14955
17620	消灭4810288个敌人	1,4810288	1,2,3,14957	1,1;2,2;3,14956
17621	消灭4810289个敌人	1,4810289	1,2,3,14958	1,1;2,2;3,14957
17622	消灭4810290个敌人	1,4810290	1,2,3,14959	1,1;2,2;3,14958
17623	消灭4810291个敌人	1,4810291	1,2,3,14960	1,1;2,2;3,14959
17624	消灭4810292个敌人	1,4810292	1,2,3,14961	1,1;2,2;3,14960
17625	消灭4810293个敌人	1,4810293	1,2,3,14962	1,1;2,2;3,14961
17626	消灭4810294个敌人	1,4810294	1,2,3,14963	1,1;2,2;3,14962
17627	消灭4810295个敌人	1,4810295	1,2,3,14964	1,1;2,2;3,14963
17628	消灭4810296个敌人	1,4810296	1,2,3,14965	1,1;2,2;3,14964
17629	消灭4810297个敌人	1,4810297	1,2,3,14966	1,1;2,2;3,14965
17630	消灭4810298个敌人	1,4810298	1,2,3,14967	1,1;2,2;3,14966
17631	消灭4810299个敌人	1,4810299	1,2,3,14968	1,1;2,2;3,14967
17632	消灭4810300个敌人	1,4810300	1,2,3,14969	1,1;2,2;3,14968
17633	消灭4810301个敌人	1,4810301	1,2,3,14970	1,1;2,2;3,14969
17634	消灭4810302个敌人	1,4810302	1,2,3,14971	1,1;2,2;3,14970
17635	消灭4810303个敌人	1,4810303	1,2,3,14972	1,1;2,2;3,14971
17636	消灭4810304个敌人	1,4810304	1,2,3,14973	1,1;2,2;3,14972
17637	消灭4810305个敌人	1,4810305	1,2,3,14974	1,1;2,2;3,14973
17638	消灭4810306个敌人	1,4810306	1,2,3,14975	1,1;2,2;3,14974
17639	消灭4810307个敌人	1,4810307	1,2,3,14976	1,1;2,2;3,14975
17640	消灭4810308个敌人	1,4810308	1,2,3,14977	1,1;2,2;3,14976
17641	消灭4810309个敌人	1,4810309	1,2,3,14978	1,1;2,2;3,14977
17642	消灭4810310个敌人	1,4810310	1,2,3,14979	1,1;2,2;3,14978
17643	消灭4810311个敌人	1,4810311	1,2,3,14980	1,1;2,2;3,14979
17644	消灭4810312个敌人	1,4810312	1,2,3,14981	1,1;2,2;3,14980
17645	消灭4810313个敌人	1,4810313	1,2,3,14982	1,1;2,2;3,14981
17646	消灭4810314个敌人	1,4810314	1,2,3,14983	1,1;2,2;3,14982
17647	消灭4810315个敌人	1,4810315	1,2,3,14984	1,1;2,2;3,14983
17648	消灭4810316个敌人	1,4810316	1,2,3,14985	1,1;2,2;3,14984
17649	消灭4810317个敌人	1,4810317	1,2,3,14986	1,1;2,2;3,14985
17650	消灭4810318个敌人	1,4810318	1,2,3,14987	1,1;2,2;3,14986
17651	消灭4810319个敌人	1,4810319	1,2,3,14988	1,1;2,2;3,14987
17652	消灭4810320个敌人	1,4810320	1,2,3,14989	1,1;2,2;3,14988
17653	消灭4810321个敌人	1,4810321	1,2,3,14990	1,1;2,2;3,14989
17654	消灭4810322个敌人	1,4810322	1,2,3,14991	1,1;2,2;3,14990
17655	消灭4810323个敌人	1,4810323	1,2,3,14992	1,1;2,2;3,14991
17656	消灭4810324个敌人	1,4810324	1,2,3,14993	1,1;2,2;3,14992
17657	消灭4810325个敌人	1,4810325	1,2,3,14994	1,1;2,2;3,14993
17658	消灭4810326个敌人	1,4810326	1,2,3,14995	1,1;2,2;3,14994
17659	消灭4810327个敌人	1,4810327	1,2,3,14996	1,1;2,2;3,14995
17660	消灭4810328个敌人	1,4810328	1,2,3,14997	1,1;2,2;3,14996
17661	消灭4810329个敌人	1,4810329	1,2,3,14998	1,1;2,2;3,14997
17662	消灭4810330个敌人	1,4810330	1,2,3,14999	1,1;2,2;3,14998
17663	消灭4810331个敌人	1,4810331	1,2,3,15000	1,1;2,2;3,14999
17664	消灭4810332个敌人	1,4810332	1,2,3,15001	1,1;2,2;3,15000
17665	消灭4810333个敌人	1,4810333	1,2,3,15002	1,1;2,2;3,15001
17666	消灭4810334个敌人	1,4810334	1,2,3,15003	1,1;2,2;3,15002
17667	消灭4810335个敌人	1,4810335	1,2,3,15004	1,1;2,2;3,15003
17668	消灭4810336个敌人	1,4810336	1,2,3,15005	1,1;2,2;3,15004
17669	消灭4810337个敌人	1,4810337	1,2,3,15006	1,1;2,2;3,15005
17670	消灭4810338个敌人	1,4810338	1,2,3,15007	1,1;2,2;3,15006
17671	消灭4810339个敌人	1,4810339	1,2,3,15008	1,1;2,2;3,15007
17672	消灭4810340个敌人	1,4810340	1,2,3,15009	1,1;2,2;3,15008
17673	消灭4810341个敌人	1,4810341	1,2,3,15010	1,1;2,2;3,15009
17674	消灭4810342个敌人	1,4810342	1,2,3,15011	1,1;2,2;3,15010
17675	消灭4810343个敌人	1,4810343	1,2,3,15012	1,1;2,2;3,15011
17676	消灭4810344个敌人	1,4810344	1,2,3,15013	1,1;2,2;3,15012
17677	消灭4810345个敌人	1,4810345	1,2,3,15014	1,1;2,2;3,15013
17678	消灭4810346个敌人	1,4810346	1,2,3,15015	1,1;2,2;3,15014
17679	消灭4810347个敌人	1,4810347	1,2,3,15016	1,1;2,2;3,15015
17680	消灭4810348个敌人	1,4810348	1,2,3,15017	1,1;2,2;3,15016
17681	消灭4810349个敌人	1,4810349	1,2,3,15018	1,1;2,2;3,15017
17682	消灭4810350个敌人	1,4810350	1,2,3,15019	1,1;2,2;3,15018
17683	消灭4810351个敌人	1,4810351	1,2,3,15020	1,1;2,2;3,15019
17684	消灭4810352个敌人	1,4810352	1,2,3,15021	1,1;2,2;3,15020
17685	消灭4810353个敌人	1,4810353	1,2,3,15022	1,1;2,2;3,15021
17686	消灭4810354个敌人	1,4810354	1,2,3,15023	1,1;2,2;3,15022
17687	消灭4810355个敌人	1,4810355	1,2,3,15024	1,1;2,2;3,15023
17688	消灭4810356个敌人	1,4810356	1,2,3,15025	1,1;2,2;3,15024
17689	消灭4810357个敌人	1,4810357	1,2,3,15026	1,1;2,2;3,15025
17690	消灭4810358个敌人	1,4810358	1,2,3,15027	1,1;2,2;3,15026
17691	消灭4810359个敌人	1,4810359	1,2,3,15028	1,1;2,2;3,15027
17692	消灭4810360个敌人	1,4810360	1,2,3,15029	1,1;2,2;3,15028
17693	消灭4810361个敌人	1,4810361	1,2,3,15030	1,1;2,2;3,15029
17694	消灭4810362个敌人	1,4810362	1,2,3,15031	1,1;2,2;3,15030
17695	消灭4810363个敌人	1,4810363	1,2,3,15032	1,1;2,2;3,15031
17696	消灭4810364个敌人	1,4810364	1,2,3,15033	1,1;2,2;3,15032
17697	消灭4810365个敌人	1,4810365	1,2,3,15034	1,1;2,2;3,15033
17698	消灭4810366个敌人	1,4810366	1,2,3,15035	1,1;2,2;3,15034
17699	消灭4810367个敌人	1,4810367	1,2,3,15036	1,1;2,2;3,15035
17700	消灭4810368个敌人	1,4810368	1,2,3,15037	1,1;2,2;3,15036
17701	消灭4810369个敌人	1,4810369	1,2,3,15038	1,1;2,2;3,15037
17702	消灭4810370个敌人	1,4810370	1,2,3,15039	1,1;2,2;3,15038
17703	消灭4810371个敌人	1,4810371	1,2,3,15040	1,1;2,2;3,15039
17704	消灭4810372个敌人	1,4810372	1,2,3,15041	1,1;2,2;3,15040
17705	消灭4810373个敌人	1,4810373	1,2,3,15042	1,1;2,2;3,15041
17706	消灭4810374个敌人	1,4810374	1,2,3,15043	1,1;2,2;3,15042
17707	消灭4810375个敌人	1,4810375	1,2,3,15044	1,1;2,2;3,15043
17708	消灭4810376个敌人	1,4810376	1,2,3,15045	1,1;2,2;3,15044
17709	消灭4810377个敌人	1,4810377	1,2,3,15046	1,1;2,2;3,15045
17710	消灭4810378个敌人	1,4810378	1,2,3,15047	1,1;2,2;3,15046
17711	消灭4810379个敌人	1,4810379	1,2,3,15048	1,1;2,2;3,15047
17712	消灭4810380个敌人	1,4810380	1,2,3,15049	1,1;2,2;3,15048
17713	消灭4810381个敌人	1,4810381	1,2,3,15050	1,1;2,2;3,15049
17714	消灭4810382个敌人	1,4810382	1,2,3,15051	1,1;2,2;3,15050
17715	消灭4810383个敌人	1,4810383	1,2,3,15052	1,1;2,2;3,15051
17716	消灭4810384个敌人	1,4810384	1,2,3,15053	1,1;2,2;3,15052
17717	消灭4810385个敌人	1,4810385	1,2,3,15054	1,1;2,2;3,15053
17718	消灭4810386个敌人	1,4810386	1,2,3,15055	1,1;2,2;3,15054
17719	消灭4810387个敌人	1,4810387	1,2,3,15056	1,1;2,2;3,15055
17720	消灭4810388个敌人	1,4810388	1,2,3,15057	1,1;2,2;3,15056
17721	消灭4810389个敌人	1,4810389	1,2,3,15058	1,1;2,2;3,15057
17722	消灭4810390个敌人	1,4810390	1,2,3,15059	1,1;2,2;3,15058
17723	消灭4810391个敌人	1,4810391	1,2,3,15060	1,1;2,2;3,15059
17724	消灭4810392个敌人	1,4810392	1,2,3,15061	1,1;2,2;3,15060
17725	消灭4810393个敌人	1,4810393	1,2,3,15062	1,1;2,2;3,15061
17726	消灭4810394个敌人	1,4810394	1,2,3,15063	1,1;2,2;3,15062
17727	消灭4810395个敌人	1,4810395	1,2,3,15064	1,1;2,2;3,15063
17728	消灭4810396个敌人	1,4810396	1,2,3,15065	1,1;2,2;3,15064
17729	消灭4810397个敌人	1,4810397	1,2,3,15066	1,1;2,2;3,15065
17730	消灭4810398个敌人	1,4810398	1,2,3,15067	1,1;2,2;3,15066
17731	消灭4810399个敌人	1,4810399	1,2,3,15068	1,1;2,2;3,15067
17732	消灭4810400个敌人	1,4810400	1,2,3,15069	1,1;2,2;3,15068
17733	消灭4810401个敌人	1,4810401	1,2,3,15070	1,1;2,2;3,15069
17734	消灭4810402个敌人	1,4810402	1,2,3,15071	1,1;2,2;3,15070
17735	消灭4810403个敌人	1,4810403	1,2,3,15072	1,1;2,2;3,15071
17736	消灭4810404个敌人	1,4810404	1,2,3,15073	1,1;2,2;3,15072
17737	消灭4810405个敌人	1,4810405	1,2,3,15074	1,1;2,2;3,15073
17738	消灭4810406个敌人	1,4810406	1,2,3,15075	1,1;2,2;3,15074
17739	消灭4810407个敌人	1,4810407	1,2,3,15076	1,1;2,2;3,15075
17740	消灭4810408个敌人	1,4810408	1,2,3,15077	1,1;2,2;3,15076
17741	消灭4810409个敌人	1,4810409	1,2,3,15078	1,1;2,2;3,15077
17742	消灭4810410个敌人	1,4810410	1,2,3,15079	1,1;2,2;3,15078
17743	消灭4810411个敌人	1,4810411	1,2,3,15080	1,1;2,2;3,15079
17744	消灭4810412个敌人	1,4810412	1,2,3,15081	1,1;2,2;3,15080
17745	消灭4810413个敌人	1,4810413	1,2,3,15082	1,1;2,2;3,15081
17746	消灭4810414个敌人	1,4810414	1,2,3,15083	1,1;2,2;3,15082
17747	消灭4810415个敌人	1,4810415	1,2,3,15084	1,1;2,2;3,15083
17748	消灭4810416个敌人	1,4810416	1,2,3,15085	1,1;2,2;3,15084
17749	消灭4810417个敌人	1,4810417	1,2,3,15086	1,1;2,2;3,15085
17750	消灭4810418个敌人	1,4810418	1,2,3,15087	1,1;2,2;3,15086
17751	消灭4810419个敌人	1,4810419	1,2,3,15088	1,1;2,2;3,15087
